"ｺｰﾄﾞ","勘定科目名"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"
"6213","従業員賞与","660,000","496,250","4,220,208","0","-210,000","0","0","1,079,166","1,079,166","331,997","1,030,611","663,945"
"6312","法定福利費","1,857,418","1,856,438","2,283,335","2,245,623","1,905,547","1,878,843","1,912,750","1,973,787","1,917,687","2,030,626","1,974,417","1,974,417"
"6226","厚生費","84,177","187,542","393,456","452,430","288,454","178,600","454,448","297,559","194,084","234,463","200,340","7,290"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","704,479","704,479","704,479","704,479","704,479","704,479","-1,334,939","489,595","489,595","489,595","489,595","489,595"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","3,827,636","3,828,545","3,827,636","3,827,636","3,827,636","3,827,636","3,827,636","3,827,636","3,827,636","3,827,636","3,827,636","3,827,636"
"6216","修繕／車両関係費","5,000","0","0","0","39,687","5,000","5,000","125,400","50,000","5,000","35,000","115,540"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","184,506","34,894","420,446","208,990","38,696","400,991","579,793","216,944","245,978","42,829","467,032","362,517"
"6219","水道光熱費","356,703","352,503","316,899","282,221","296,831","373,208","422,610","413,378","366,706","315,242","382,372","460,837"
"6221","租税公課","14,000","12,000","13,500","0","23,000","10,000","4,000","7,600","13,200","16,000","10,000","13,400"
"6222","寄付金","0","0","0","0","0","0","0","20,000","0","0","12,000","0"
"6223","接待交際費","0","4,540","0","0","0","0","13,291","9,070","2,245","6,481","36,818","907"
"6224","保険料","30,000","30,000","30,000","30,000","49,730","30,000","30,000","30,000","30,000","30,000","30,000","47,540"
"6225","備品消耗品費","378,334","357,507","228,910","229,383","308,842","190,628","265,255","182,497","244,999","274,002","139,896","320,825"
"6227","管理諸費","136,068","56,581","58,490","52,881","76,445","65,200","85,667","64,595","94,322","52,081","109,794","66,381"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","10,000","0","0","0","0","10,000","0","0","40,000","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","5,500","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000"
,"販売費及び一般管理費計","25,184,390","25,097,212","27,638,703","23,121,247","24,728,423","26,361,516","23,732,920","28,466,309","26,937,488","26,975,566","28,607,885","27,843,218"
,"営業利益（損失）","3,816,475","1,791,839","-5,731,373","-1,338,080","1,285,818","-960,253","2,352,649","2,109,399","1,642,905","-167,260","3,142,389","3,363,939"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","288"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","5,895","7,586","4,606","0","0","0","3,379,337","3,334","0","0","2,423","0"
,"営業外収益計","5,895","7,586","4,606","0","0","0","3,379,337","3,334","0","0","2,423","288"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","-465","-20","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","1,867,429","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","-465","1,867,409","0","0","0","0","0"
,"経常利益（損失）","3,822,370","1,799,425","-5,726,767","-1,338,080","1,285,818","-959,788","3,864,577","2,112,733","1,642,905","-167,260","3,144,812","3,364,227"
