"ｺｰﾄﾞ","勘定科目名"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"
"6218","通信交通費","7,190","6,675","6,709","6,722","6,709","6,734","8,315","7,217","7,465","7,683","7,323","7,476"
"6219","水道光熱費","418,147","591,535","592,008","568,104","417,249","470,375","497,235","656,698","419,295","436,914","344,744","400,017"
"6221","租税公課","0","0","0","0","0","200","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","0","0","0","0","0","0","0","0","0","0","0"
"6225","備品消耗品費","252,889","186,832","101,704","230,957","64,337","106,060","85,605","54,126","38,335","69,639","96,744","111,138"
"6227","管理諸費","64,301","73,201","64,301","63,661","66,235","85,057","36,661","63,661","49,460","63,661","48,665","71,125"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","4,187,647","4,271,030","3,950,497","4,231,007","3,971,296","4,352,559","4,460,563","4,337,603","4,706,230","4,765,258","4,748,713","4,578,040"
,"営業利益（損失）","-519,431","-225,272","-531,866","-540,011","-11,566","-338,048","-680,294","-451,719","479,032","-681,706","-244,789","-858,902"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","9,400","-3,000","0","17,865","61,450","-42,743","0","1,304","52,138","37,177","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","100,000","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","9,400","-3,000","100,000","17,865","61,450","-42,743","0","1,304","52,138","37,177","0","0"
,"経常利益（損失）","-528,831","-222,272","-631,866","-557,876","-73,016","-295,305","-680,294","-453,023","426,894","-718,883","-244,789","-858,902"
